0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
0.025,10,0.005,10,0.005,90,90,10,10,170,170,10,10,1400,1400,10,10,10,10,0.7,0.7,0.7,0.7,0.7,20,20,10,10,10,7000,7000,2.5,2.5,3400
